solver,step,time_s,work_units,initial_residual,final_residual,final_relative_residual,convergence_factor,sec_per_work_unit_from_campaign,estimated_pressure_time_s
RMT,164,0.0014765157456592909,1.0,8197.3914641439915,1207.7709997728234,2.4430403578987715e-05,0.14733601598212126,0.012049861233194343,0.012049861233194343
RMT,165,0.0014868239053815132,0.0,3790.6170015953958,3790.6170015953958,7.6676308078064872e-05,1,0.012049861233194343,0.0
RMT,166,0.0014971320651037355,1.0,6981.5815982880595,1758.7129440774443,3.5576912813404656e-05,0.25190752543932093,0.012049861233194343,0.012049861233194343
RMT,167,0.0015074402248259578,1.0,5633.2797530016833,1300.4368632586084,2.6307864532910424e-05,0.23084897613431551,0.012049861233194343,0.012049861233194343
RMT,168,0.0015177483845481802,0.0,3472.7789455852435,3472.7789455852435,7.0256798542835724e-05,1,0.012049861233194343,0.0
RMT,169,0.0015280565442704025,1.0,6125.7660759097462,927.37482962930881,1.8762620034427678e-05,0.15138920065464351,0.012049861233194343,0.012049861233194343
RMT,170,0.0015383647039926248,0.0,3849.3982294839379,3849.3982294839379,7.7884281239877159e-05,1,0.012049861233194343,0.0
RMT,171,0.0015486728637148471,1.0,7234.2879560858773,1317.232647777525,2.6653304342337797e-05,0.18208186566162288,0.012049861233194343,0.012049861233194343
RMT,172,0.0015589810234370694,1.0,5111.0264401798631,986.00195058541885,1.9951298713728767e-05,0.19291662098126816,0.012049861233194343,0.012049861233194343
RMT,173,0.0015692891831592917,0.0,3577.9759507849813,3577.9759507849813,7.2402885254145178e-05,1,0.012049861233194343,0.0
RMT,174,0.0015795973428815141,1.0,7637.8599254265428,669.66662508319132,1.355228718859114e-05,0.087677259287495146,0.012049861233194343,0.012049861233194343
RMT,175,0.0015899055026037364,0.0,3024.52798761124,3024.52798761124,6.1208313940814237e-05,1,0.012049861233194343,0.0
RMT,176,0.0016002136623259587,1.0,5832.98904049466,873.10540874949766,1.7669801694302062e-05,0.14968404752487841,0.012049861233194343,0.012049861233194343
RMT,177,0.001610521822048181,0.0,4008.2341043667657,4008.2341043667657,8.1123633436425466e-05,1,0.012049861233194343,0.0
RMT,178,0.0016208299817704033,1.0,8458.9845195263624,1160.2679779865666,2.3485076249390505e-05,0.13716397935334354,0.012049861233194343,0.012049861233194343
RMT,179,0.0016311381414926256,0.0,4893.1843465593129,4893.1843465593129,9.9041484225420804e-05,1,0.012049861233194343,0.0
RMT,180,0.001641446301214848,1.0,9135.6827406509856,1566.1986227968316,3.1701281788031921e-05,0.1714375014171331,0.012049861233194343,0.012049861233194343
RMT,181,0.0016517544609370703,1.0,6437.5551730519983,1128.1686077299555,2.2837288632300601e-05,0.17524799048752834,0.012049861233194343,0.012049861233194343
RMT,182,0.0016620626206592926,0.0,3152.3135205692488,3152.3135205692488,6.3812913090618569e-05,1,0.012049861233194343,0.0
RMT,183,0.0016723707803815149,1.0,5500.2098919368818,646.68029347154356,1.3091451633398472e-05,0.11757374830723362,0.012049861233194343,0.012049861233194343
RMT,184,0.0016826789401037372,0.0,3430.8371498266315,3430.8371498266315,6.9457845815852791e-05,1,0.012049861233194343,0.0
RMT,185,0.0016929870998259595,1.0,6977.3755827099085,904.47140809379744,1.831258210838726e-05,0.12962917036243507,0.012049861233194343,0.012049861233194343
RMT,186,0.0017032952595481818,0.0,4109.1691119973939,4109.1691119973939,8.319607350084878e-05,1,0.012049861233194343,0.0
RMT,187,0.0017136034192704042,1.0,7700.8954568998888,1197.8866469301897,2.4253215224016675e-05,0.15555160482757896,0.012049861233194343,0.012049861233194343
RMT,188,0.0017239115789926265,1.0,5362.3605548901996,904.21993769927417,1.8309049315375846e-05,0.16862348744428826,0.012049861233194343,0.012049861233194343
RMT,189,0.0017342197387148488,0.0,2507.8236538658712,2507.8236538658712,5.0780470319984467e-05,1,0.012049861233194343,0.0
RMT,190,0.0017445278984370711,0.0,4461.0618101715527,4461.0618101715527,9.0334878541380493e-05,1,0.012049861233194343,0.0
RMT,191,0.0017548360581592934,1.0,6631.0234962810155,877.10620185848893,1.7762088063637468e-05,0.13227312531020446,0.012049861233194343,0.012049861233194343
RMT,192,0.0017651442178815157,0.0,3668.5997684178319,3668.5997684178319,7.4294427475065495e-05,1,0.012049861233194343,0.0
RMT,193,0.0017754523776037381,1.0,6998.4830111736974,1510.4761671954627,3.0591175745514115e-05,0.21582908250028668,0.012049861233194343,0.012049861233194343
RMT,194,0.0017857605373259604,1.0,5137.6428905754256,1173.2673566908675,2.3761544623955155e-05,0.2283668564903816,0.012049861233194343,0.012049861233194343
RMT,195,0.0017960686970481827,0.0,3273.1354243382812,3273.1354243382812,6.6292816108727955e-05,1,0.012049861233194343,0.0
RMT,196,0.001806376856770405,1.0,7056.3787544593215,774.18799308499354,1.5681286571860237e-05,0.10971463126121749,0.012049861233194343,0.012049861233194343
RMT,197,0.0018166850164926273,0.0,2708.0438937474119,2708.0438937474119,5.4850766312982347e-05,1,0.012049861233194343,0.0
RMT,198,0.0018269931762148496,0.0,4657.6980642731069,4657.6980642731069,9.4340968169014518e-05,1,0.012049861233194343,0.0
RMT,199,0.0018373013359370719,1.0,6773.7113249262329,1614.3092149701633,3.269835360557061e-05,0.2383197537559284,0.012049861233194343,0.012049861233194343
RMT,200,0.0018476094956592943,1.0,6379.4297022069495,1467.8199652404721,2.9734062482616547e-05,0.23008639232009767,0.012049861233194343,0.012049861233194343
